,SiteID,Species,Count,Site,UnifiedDate,MonthPeriod,DFS,Month,Area,MeterEnd,MeterMCoe,Volume,Julian
49,Ztx153-22094,Leptodiaptomusashlandi,285,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
50,Ztx153-22094,Harpacticoidcopepodites,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
51,Ztx153-22094,Eurytemoracarolleea,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
52,Ztx153-22094,Microcyclopsvaricans,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
53,Ztx153-22094,Alonaspp,95,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
54,Ztx153-22094,Ceriodaphniaspp,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
55,Ztx153-22094,Calanoidcopepodites,12730,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
56,Ztx153-22094,Polyphemuspediculus,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
57,Ztx153-22094,Limnocalanuscopepodites,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
58,Ztx153-22094,Mesocyclopsedax,475,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
59,Ztx153-22094,Skistodiaptomusoregonensis,665,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
60,Ztx153-22094,Diaphanosomaspp,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
61,Ztx153-22094,Chydorussp,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
62,Ztx153-22094,Bosminaspp,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
63,Ztx153-22094,Daphniaretrocurva,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
64,Ztx153-22094,Senecellacopepodites,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
65,Ztx153-22094,Alonella,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
66,Ztx153-22094,Senecellacalanoides,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
67,Ztx153-22094,Diacyclopsnanus,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
68,Ztx153-22094,Cyclopscopepodites,19570,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
69,Ztx153-22094,Leptodorakindti,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
70,Ztx153-22094,Holopediumgibberum,1045,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
71,Ztx153-22094,Mysisdiluviana,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
72,Ztx153-22094,Cercopagispengoi,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
73,Ztx153-22094,Bythotrepheslongimanus,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
74,Ztx153-22094,Diacyclopsthomasi,1330,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
75,Ztx153-22094,Leptodiaptomussicilis,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
76,Ztx153-22094,Limnocalanusmacrurus,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
77,Ztx153-22094,Leptodiaptomusminutus,855,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
78,Ztx153-22094,Eurycercuslamellatus,0,Spanish River 18,6/16/2020,L June,Midshore,June,NC,108,16.86852,3.312123359,168
79,Ztx153-22098,Calanoidcopepodites,19106,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
80,Ztx153-22098,Cyclopscopepodites,12549,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
81,Ztx153-22098,Limnocalanuscopepodites,282,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
82,Ztx153-22098,Cercopagispengoi,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
83,Ztx153-22098,Mysisdiluviana,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
84,Ztx153-22098,Harpacticoidcopepodites,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
85,Ztx153-22098,Polyphemuspediculus,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
86,Ztx153-22098,Epischuracopepodites,635,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
87,Ztx153-22098,Eurycercuslamellatus,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
88,Ztx153-22098,Alonaspp,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
89,Ztx153-22098,Microcyclopsvaricans,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
90,Ztx153-22098,Diaphanosomaspp,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
91,Ztx153-22098,Bythotrepheslongimanus,16,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
92,Ztx153-22098,Daphniagaleatamendotae,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
93,Ztx153-22098,Eubosminacoregoni,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
94,Ztx153-22098,Daphnialongiremis,71,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
95,Ztx153-22098,Bosminalongirostris,8672,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
96,Ztx153-22098,Tropocyclopsprasinusmexicanus,141,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
97,Ztx153-22098,Bosminaspp,1058,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
98,Ztx153-22098,Ceriodaphniaspp,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
99,Ztx153-22098,Leptodiaptomusminutus,565,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
100,Ztx153-22098,Diacyclopsthomasi,2468,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
101,Ztx153-22098,Leptodorakindti,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
102,Ztx153-22098,Senecellacopepodites,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
103,Ztx153-22098,Daphniaparvula,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
104,Ztx153-22098,Daphniaspp,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
105,Ztx153-22098,Daphniaretrocurva,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
106,Ztx153-22098,Alonella,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
107,Ztx153-22098,Holopediumgibberum,1340,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
108,Ztx153-22098,Epischuralacustris,71,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
109,Ztx153-22098,Leptodiaptomussicilis,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
110,Ztx153-22098,Diacyclopsnanus,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
111,Ztx153-22098,Senecellacalanoides,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
112,Ztx153-22098,Chydorussp,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
113,Ztx153-22098,Limnocalanusmacrurus,424,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
114,Ztx153-22098,Leptodiaptomusashlandi,847,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
115,Ztx153-22098,Eurytemoracarolleea,0,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
116,Ztx153-22098,Skistodiaptomusoregonensis,987,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
117,Ztx153-22098,Mesocyclopsedax,494,Spanish River 46,6/18/2020,L June,Midshore,June,NC,90,14.0571,2.760102799,170
118,Ztx153-22106,Epischuralacustris,107,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
119,Ztx153-22106,Diacyclopsnanus,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
120,Ztx153-22106,Harpacticoidcopepodites,27,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
121,Ztx153-22106,Mesocyclopsedax,27,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
122,Ztx153-22106,Chydorussp,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
123,Ztx153-22106,Daphniaretrocurva,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
124,Ztx153-22106,Leptodiaptomussicilis,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
125,Ztx153-22106,Leptodiaptomusashlandi,133,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
126,Ztx153-22106,Cyclopscopepodites,2041,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
127,Ztx153-22106,Limnocalanusmacrurus,27,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
128,Ztx153-22106,Leptodiaptomusminutus,822,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
129,Ztx153-22106,Skistodiaptomusoregonensis,80,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
130,Ztx153-22106,Alonella,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
131,Ztx153-22106,Cercopagispengoi,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
132,Ztx153-22106,Ceriodaphniaspp,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
133,Ztx153-22106,Mysisdiluviana,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
134,Ztx153-22106,Diaphanosomaspp,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
135,Ztx153-22106,Senecellacalanoides,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
136,Ztx153-22106,Bosminalongirostris,1325,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
137,Ztx153-22106,Daphniaspp,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
138,Ztx153-22106,Polyphemuspediculus,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
139,Ztx153-22106,Alonaspp,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
140,Ztx153-22106,Calanoidcopepodites,3763,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
141,Ztx153-22106,Diacyclopsthomasi,133,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
142,Ztx153-22106,Eurytemoracarolleea,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
143,Ztx153-22106,Limnocalanuscopepodites,106,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
144,Ztx153-22106,Leptodorakindti,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
145,Ztx153-22106,Senecellacopepodites,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
146,Ztx153-22106,Eurycercuslamellatus,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
147,Ztx153-22106,Daphniagaleatamendotae,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
148,Ztx153-22106,Epischuracopepodites,1484,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
149,Ztx153-22106,Bythotrepheslongimanus,7,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
150,Ztx153-22106,Bosminaspp,27,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
151,Ztx153-22106,Holopediumgibberum,239,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
152,Ztx153-22106,Daphnialongiremis,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
153,Ztx153-22106,Microcyclopsvaricans,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
154,Ztx153-22106,Eubosminacoregoni,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
155,Ztx153-22106,Daphniaparvula,0,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
156,Ztx153-22106,Tropocyclopsprasinusmexicanus,53,French River 18,6/15/2020,L June,Midshore,June,GB,160,24.9904,4.906849421,167
157,Ztx153-22110,Leptodiaptomusminutus,587,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
158,Ztx153-22110,Daphniagaleatamendotae,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
159,Ztx153-22110,Eurytemoracarolleea,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
160,Ztx153-22110,Diacyclopsthomasi,5126,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
161,Ztx153-22110,Tropocyclopsprasinusmexicanus,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
162,Ztx153-22110,Ceriodaphniaspp,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
163,Ztx153-22110,Mesocyclopsedax,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
164,Ztx153-22110,Epischuralacustris,26,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
165,Ztx153-22110,Senecellacalanoides,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
166,Ztx153-22110,Diacyclopsnanus,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
167,Ztx153-22110,Leptodiaptomusashlandi,511,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
168,Ztx153-22110,Alonaspp,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
169,Ztx153-22110,Bosminalongirostris,1632,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
170,Ztx153-22110,Daphniaspp,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
171,Ztx153-22110,Polyphemuspediculus,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
172,Ztx153-22110,Limnocalanusmacrurus,52,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
173,Ztx153-22110,Calanoidcopepodites,4029,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
174,Ztx153-22110,Skistodiaptomusoregonensis,26,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
175,Ztx153-22110,Alonella,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
176,Ztx153-22110,Cercopagispengoi,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
177,Ztx153-22110,Chydorussp,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
178,Ztx153-22110,Leptodiaptomussicilis,153,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
179,Ztx153-22110,Leptodorakindti,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
180,Ztx153-22110,Senecellacopepodites,204,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
181,Ztx153-22110,Cyclopscopepodites,1989,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
182,Ztx153-22110,Microcyclopsvaricans,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
183,Ztx153-22110,Bythotrepheslongimanus,3,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
184,Ztx153-22110,Eubosminacoregoni,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
185,Ztx153-22110,Daphniaretrocurva,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
186,Ztx153-22110,Harpacticoidcopepodites,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
187,Ztx153-22110,Mysisdiluviana,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
188,Ztx153-22110,Bosminaspp,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
189,Ztx153-22110,Epischuracopepodites,230,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
190,Ztx153-22110,Limnocalanuscopepodites,357,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
191,Ztx153-22110,Eurycercuslamellatus,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
192,Ztx153-22110,Daphnialongiremis,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
193,Ztx153-22110,Holopediumgibberum,77,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
194,Ztx153-22110,Daphniaparvula,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
195,Ztx153-22110,Diaphanosomaspp,0,French River 46,6/15/2020,L June,Midshore,June,GB,280,43.7332,8.586986487,167
196,Ztx153-22114,Eurycercuslamellatus,0,French River 82,6/14/2020,E June,Offshore,June,GB,410,64.0379,12.57380164,166
197,Ztx153-22114,Polyphemuspediculus,0,French River 82,6/14/2020,E June,Offshore,June,GB,410,64.0379,12.57380164,166
198,Ztx153-22114,Cyclopscopepodites,697,French River 82,6/14/2020,E June,Offshore,June,GB,410,64.0379,12.57380164,166
199,Ztx153-22114,Senecellacopepodites,205,French River 82,6/14/2020,E June,Offshore,June,GB,410,64.0379,12.57380164,166
200,Ztx153-22114,Calanoidcopepodites,9266,French River 82,6/14/2020,E June,Offshore,June,GB,410,64.0379,12.57380164,166
201,Ztx153-22114,Cercopagispengoi,0,French River 82,6/14/2020,E June,Offshore,June,GB,410,64.0379,12.57380164,166
202,Ztx153-22114,Harpacticoidcopepodites,0,French River 82,6/14/2020,E June,Offshore,June,GB,410,64.0379,12.57380164,166
203,Ztx153-22114,Leptodorakindti,0,French River 82,6/14/2020,E June,Offshore,June,GB,410,64.0379,12.57380164,166
204,Ztx153-22114,Epischuracopepodites,0,French River 82,6/14/2020,E June,Offshore,June,GB,410,64.0379,12.57380164,166
205,Ztx153-22114,Mysisdiluviana,0,French River 82,6/14/2020,E June,Offshore,June,GB,410,64.0379,12.57380164,166
206,Ztx153-22114,Diacyclopsthomasi,4879,French River 82,6/14/2020,E June,Offshore,June,GB,410,64.0379,12.57380164,166
207,Ztx153-22114,Daphniaretrocurva,0,French River 82,6/14/2020,E June,Offshore,June,GB,410,64.0379,12.57380164,166
208,Ztx153-22114,Alonella,0,French River 82,6/14/2020,E June,Offshore,June,GB,410,64.0379,12.57380164,166
209,Ztx153-22114,Alonaspp,0,French River 82,6/14/2020,E June,Offshore,June,GB,410,64.0379,12.57380164,166
210,Ztx153-22114,Bosminalongirostris,164,French River 82,6/14/2020,E June,Offshore,June,GB,410,64.0379,12.57380164,166
