"","OP_DATE","VESSEL","CRUISE","SERIAL","PORT","STATION_DEPTH","FLOW_START","FLOW_END","DISTANCE_PARM","TOD","STRAT_MIN","STRAT_MAX","SUB_SAMPLE","SAMPLE_VOLUME","ALIQUOT_VOLUME","TOTAL_COUNT","ITIS","REF_NAME","LIFE_STAGE","LIFE_STAGE_NAME"
"59","23-Jul-17",88,6,588,320,18,413662,414085,0.01451,3,0,10,"S",500,1,13,59255,"Synchaeta",8,"adult"
"60","23-Jul-17",88,6,588,320,18,413662,414085,0.01451,3,0,10,"S",500,1,7,58485,"Kellicottia",8,"adult"
"61","23-Jul-17",88,6,588,320,18,413662,414085,0.01451,3,0,10,"S",500,1,4,59282,"Ploesoma",8,"adult"
"62","17-Jul-17",88,6,478,330,46,586939,587692,0.01451,3,0,20,"S",300,1,1521,59417,"Conochilus",8,"adult"
"63","17-Jul-17",88,6,478,330,46,586939,587692,0.01451,3,0,20,"S",300,1,21,59434,"Collotheca",8,"adult"
"64","17-Jul-17",88,6,478,330,46,586939,587692,0.01451,3,0,20,"S",300,1,10,59270,"Polyarthra",8,"adult"
"65","17-Jul-17",88,6,478,330,46,586939,587692,0.01451,3,0,20,"S",300,1,9,59175,"Gastropus",8,"adult"
"66","17-Jul-17",88,6,478,330,46,586939,587692,0.01451,3,0,20,"S",300,1,36,59255,"Synchaeta",8,"adult"
"67","17-Jul-17",88,6,478,330,46,586939,587692,0.01451,3,0,20,"S",300,1,1,58485,"Kellicottia",8,"adult"
"68","17-Jul-17",88,6,478,330,46,586939,587692,0.01451,3,0,20,"S",300,1,1,59282,"Ploesoma",8,"adult"
"69","17-Jul-17",88,6,478,330,46,586939,587692,0.01451,3,0,20,"S",300,1,1,59074,"Trichocerca",8,"adult"
"70","17-Jul-17",88,6,478,330,46,586939,587692,0.01451,3,0,20,"S",300,1,289,81338,"Dreissena",6,"veliger"
"71","17-Jul-17",88,6,479,330,46,587700,588642,0.01451,3,20,35,"S",200,1,263,85257,"Copepoda or copepods",1,"nauplius"
"72","17-Jul-17",88,6,479,330,46,587700,588642,0.01451,3,20,35,"S",200,1,51,59417,"Conochilus",8,"adult"
"73","24-Jul-17",88,6,607,305,82,466925,467897,0.01451,3,20,40,"S",500,1,193,85257,"Copepoda or copepods",1,"nauplius"
"74","24-Jul-17",88,6,607,305,82,466925,467897,0.01451,3,20,40,"S",500,1,364,59417,"Conochilus",8,"adult"
"75","24-Jul-17",88,6,607,305,82,466925,467897,0.01451,3,20,40,"S",500,1,7,59434,"Collotheca",8,"adult"
"76","24-Jul-17",88,6,607,305,82,466925,467897,0.01451,3,20,40,"S",500,1,3,58348,"Keratella",8,"adult"
"77","24-Jul-17",88,6,607,305,82,466925,467897,0.01451,3,20,40,"S",500,1,8,59270,"Polyarthra",8,"adult"
"78","24-Jul-17",88,6,607,305,82,466925,467897,0.01451,3,20,40,"S",500,1,6,59175,"Gastropus",8,"adult"
"79","24-Jul-17",88,6,607,305,82,466925,467897,0.01451,3,20,40,"S",500,1,29,59255,"Synchaeta",8,"adult"
"80","24-Jul-17",88,6,607,305,82,466925,467897,0.01451,3,20,40,"S",500,1,60,58485,"Kellicottia",8,"adult"
"81","11-Jul-17",88,6,393,360,82,28167,28956,0.01451,3,0,20,"S",300,1,197,85257,"Copepoda or copepods",1,"nauplius"
"82","11-Jul-17",88,6,393,360,82,28167,28956,0.01451,3,0,20,"S",300,1,71,59417,"Conochilus",8,"adult"
"83","11-Jul-17",88,6,393,360,82,28167,28956,0.01451,3,0,20,"S",300,1,5,59434,"Collotheca",8,"adult"
"84","11-Jul-17",88,6,393,360,82,28167,28956,0.01451,3,0,20,"S",300,1,4,59270,"Polyarthra",8,"adult"
"85","11-Jul-17",88,6,393,360,82,28167,28956,0.01451,3,0,20,"S",300,1,2,59175,"Gastropus",8,"adult"
"86","11-Jul-17",88,6,393,360,82,28167,28956,0.01451,3,0,20,"S",300,1,5,59255,"Synchaeta",8,"adult"
"87","11-Jul-17",88,6,393,360,82,28167,28956,0.01451,3,0,20,"S",300,1,3,58485,"Kellicottia",8,"adult"
"88","11-Jul-17",88,6,393,360,82,28167,28956,0.01451,3,0,20,"S",300,1,123,81338,"Dreissena",6,"veliger"
"89","10-Jul-17",88,6,379,364,82,902126,903344,0.01451,3,20,40,"S",200,1,350,85257,"Copepoda or copepods",1,"nauplius"
"90","10-Jul-17",88,6,379,364,82,902126,903344,0.01451,3,20,40,"S",200,1,5,59417,"Conochilus",8,"adult"
"91","10-Jul-17",88,6,379,364,82,902126,903344,0.01451,3,20,40,"S",200,1,2,59434,"Collotheca",8,"adult"
"92","10-Jul-17",88,6,379,364,82,902126,903344,0.01451,3,20,40,"S",200,1,1,58348,"Keratella",8,"adult"
"93","10-Jul-17",88,6,379,364,82,902126,903344,0.01451,3,20,40,"S",200,1,10,59270,"Polyarthra",8,"adult"
"94","10-Jul-17",88,6,379,364,82,902126,903344,0.01451,3,20,40,"S",200,1,2,59175,"Gastropus",8,"adult"
"95","10-Jul-17",88,6,379,364,82,902126,903344,0.01451,3,20,40,"S",200,1,7,59255,"Synchaeta",8,"adult"
"96","24-Jul-17",88,6,607,305,82,466925,467897,0.01451,3,20,40,"S",500,1,3,59282,"Ploesoma",8,"adult"
"97","24-Jul-17",88,6,607,305,82,466925,467897,0.01451,3,20,40,"S",500,1,46,81338,"Dreissena",6,"veliger"
"98","26-Jul-17",88,6,631,305,18,721650,721927,0.01451,3,0,10,"S",400,1,37,85257,"Copepoda or copepods",1,"nauplius"
"99","22-Jul-17",88,6,577,320,46,326273,327034,0.01451,3,0,20,"S",400,1,258,59417,"Conochilus",8,"adult"
"100","22-Jul-17",88,6,577,320,46,326273,327034,0.01451,3,0,20,"S",400,1,9,59434,"Collotheca",8,"adult"
"101","22-Jul-17",88,6,577,320,46,326273,327034,0.01451,3,0,20,"S",400,1,2,58348,"Keratella",8,"adult"
"102","22-Jul-17",88,6,577,320,46,326273,327034,0.01451,3,0,20,"S",400,1,6,59270,"Polyarthra",8,"adult"
"103","22-Jul-17",88,6,577,320,46,326273,327034,0.01451,3,0,20,"S",400,1,4,59175,"Gastropus",8,"adult"
"104","22-Jul-17",88,6,577,320,46,326273,327034,0.01451,3,0,20,"S",400,1,31,59255,"Synchaeta",8,"adult"
"105","10-Jul-17",88,6,361,364,18,838365,838788,0.01451,3,0,10,"S",150,1,225,59417,"Conochilus",8,"adult"
"106","10-Jul-17",88,6,361,364,18,838365,838788,0.01451,3,0,10,"S",150,1,6,59434,"Collotheca",8,"adult"
"107","10-Jul-17",88,6,361,364,18,838365,838788,0.01451,3,0,10,"S",150,1,9,59270,"Polyarthra",8,"adult"
"108","10-Jul-17",88,6,361,364,18,838365,838788,0.01451,3,0,10,"S",150,1,5,59175,"Gastropus",8,"adult"
"109","10-Jul-17",88,6,361,364,18,838365,838788,0.01451,3,0,10,"S",150,1,14,59255,"Synchaeta",8,"adult"
"110","10-Jul-17",88,6,361,364,18,838365,838788,0.01451,3,0,10,"S",150,1,35,58485,"Kellicottia",8,"adult"
"111","10-Jul-17",88,6,361,364,18,838365,838788,0.01451,3,0,10,"S",150,1,80,81338,"Dreissena",6,"veliger"
"112","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"S",150,1,146,85257,"Copepoda or copepods",1,"nauplius"
"113","17-Jun-17",37,4,129,384,46,286974,287410,0.01482,3,0,20,"S",400,1,55,81338,"Dreissena",6,"veliger"
"114","17-Jun-17",37,4,129,384,46,286974,287410,0.01482,3,0,20,"S",400,1,328,202422,"Plantae or plant",18,"pollen"
"115","16-Jun-17",37,4,115,384,18,176523,176812,0.01482,3,0,10,"S",400,1,215,85257,"Copepoda or copepods",1,"nauplius"
"116","22-Jul-17",88,6,577,320,46,326273,327034,0.01451,3,0,20,"S",400,1,1,58485,"Kellicottia",8,"adult"
"117","22-Jul-17",88,6,577,320,46,326273,327034,0.01451,3,0,20,"S",400,1,38,81338,"Dreissena",6,"veliger"
"118","22-Jul-17",88,6,578,320,46,325399,326261,0.01451,3,20,35,"S",250,2,156,85257,"Copepoda or copepods",1,"nauplius"
"119","22-Jul-17",88,6,578,320,46,325399,326261,0.01451,3,20,35,"S",250,2,8,59417,"Conochilus",8,"adult"
"120","22-Jul-17",88,6,578,320,46,325399,326261,0.01451,3,20,35,"S",250,2,10,59434,"Collotheca",8,"adult"
"121","22-Jul-17",88,6,578,320,46,325399,326261,0.01451,3,20,35,"S",250,2,1,58348,"Keratella",8,"adult"
"122","22-Jul-17",88,6,578,320,46,325399,326261,0.01451,3,20,35,"S",250,2,6,59175,"Gastropus",8,"adult"
"123","22-Jul-17",88,6,578,320,46,325399,326261,0.01451,3,20,35,"S",250,2,115,59255,"Synchaeta",8,"adult"
"124","22-Jul-17",88,6,578,320,46,325399,326261,0.01451,3,20,35,"S",250,2,2,58485,"Kellicottia",8,"adult"
"125","22-Jul-17",88,6,578,320,46,325399,326261,0.01451,3,20,35,"S",250,2,1,59454,"Stephanoceros",8,"adult"
"126","22-Jul-17",88,6,578,320,46,325399,326261,0.01451,3,20,35,"S",250,2,1,59270,"Polyarthra",8,"adult"
"127","22-Jul-17",88,6,578,320,46,325399,326261,0.01451,3,20,35,"S",250,2,30,81338,"Dreissena",6,"veliger"
"128","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"S",150,1,28,59417,"Conochilus",8,"adult"
"129","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"S",150,1,7,59434,"Collotheca",8,"adult"
"130","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"S",150,1,12,59270,"Polyarthra",8,"adult"
"131","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"S",150,1,2,59175,"Gastropus",8,"adult"
"132","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"S",150,1,8,59255,"Synchaeta",8,"adult"
"133","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"S",150,1,3,58485,"Kellicottia",8,"adult"
"134","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"S",150,1,19,81338,"Dreissena",6,"veliger"
"135","17-Jul-17",88,6,479,330,46,587700,588642,0.01451,3,20,35,"S",200,1,18,59434,"Collotheca",8,"adult"
"136","17-Jul-17",88,6,479,330,46,587700,588642,0.01451,3,20,35,"S",200,1,1,59270,"Polyarthra",8,"adult"
"137","17-Jul-17",88,6,479,330,46,587700,588642,0.01451,3,20,35,"S",200,1,1,59167,"Ascomorpha",8,"adult"
"138","17-Jul-17",88,6,479,330,46,587700,588642,0.01451,3,20,35,"S",200,1,3,59175,"Gastropus",8,"adult"
"139","17-Jul-17",88,6,479,330,46,587700,588642,0.01451,3,20,35,"S",200,1,87,59255,"Synchaeta",8,"adult"
"140","17-Jul-17",88,6,479,330,46,587700,588642,0.01451,3,20,35,"S",200,1,25,81338,"Dreissena",6,"veliger"
"141","18-Jul-17",88,6,489,330,18,707013,707494,0.01451,3,0,10,"S",200,2,121,85257,"Copepoda or copepods",1,"nauplius"
"142","18-Jul-17",88,6,489,330,18,707013,707494,0.01451,3,0,10,"S",200,2,55,59417,"Conochilus",8,"adult"
"143","16-Jun-17",37,4,115,384,18,176523,176812,0.01482,3,0,10,"S",400,1,13,59417,"Conochilus",8,"adult"
"144","16-Jun-17",37,4,115,384,18,176523,176812,0.01482,3,0,10,"S",400,1,10,58348,"Keratella",8,"adult"
"145","16-Jun-17",37,4,115,384,18,176523,176812,0.01482,3,0,10,"S",400,1,17,59270,"Polyarthra",8,"adult"
"146","16-Jun-17",37,4,115,384,18,176523,176812,0.01482,3,0,10,"S",400,1,25,59175,"Gastropus",8,"adult"
"147","16-Jun-17",37,4,115,384,18,176523,176812,0.01482,3,0,10,"S",400,1,2,59255,"Synchaeta",8,"adult"
"148","16-Jun-17",37,4,115,384,18,176523,176812,0.01482,3,0,10,"S",400,1,1,59235,"Asplanchna",8,"adult"
"149","16-Jun-17",37,4,115,384,18,176523,176812,0.01482,3,0,10,"S",400,1,38,58485,"Kellicottia",8,"adult"
"150","16-Jun-17",37,4,115,384,18,176523,176812,0.01482,3,0,10,"S",400,1,136,81338,"Dreissena",6,"veliger"
"151","16-Jun-17",37,4,115,384,18,176523,176812,0.01482,3,0,10,"S",400,1,643,202422,"Plantae or plant",18,"pollen"
"152","16-Jun-17",37,4,106,388,46,148940,149154,0.01482,3,20,35,"S",200,2,157,85257,"Copepoda or copepods",1,"nauplius"
"153","16-Jun-17",37,4,106,388,46,148940,149154,0.01482,3,20,35,"S",200,2,1,59417,"Conochilus",8,"adult"
"154","16-Jun-17",37,4,106,388,46,148940,149154,0.01482,3,20,35,"S",200,2,2,59434,"Collotheca",8,"adult"
"155","16-Jun-17",37,4,106,388,46,148940,149154,0.01482,3,20,35,"S",200,2,18,58348,"Keratella",8,"adult"
"156","16-Jun-17",37,4,106,388,46,148940,149154,0.01482,3,20,35,"S",200,2,9,59270,"Polyarthra",8,"adult"
"157","16-Jun-17",37,4,106,388,46,148940,149154,0.01482,3,20,35,"S",200,2,4,59167,"Ascomorpha",8,"adult"
"158","16-Jun-17",37,4,106,388,46,148940,149154,0.01482,3,20,35,"S",200,2,3,58396,"Notholca",8,"adult"
"159","16-Jun-17",37,4,106,388,46,148940,149154,0.01482,3,20,35,"S",200,2,35,59255,"Synchaeta",8,"adult"
"160","16-Jun-17",37,4,106,388,46,148940,149154,0.01482,3,20,35,"S",200,2,3,58485,"Kellicottia",8,"adult"
"161","16-Jun-17",37,4,106,388,46,148940,149154,0.01482,3,20,35,"S",200,2,18,81338,"Dreissena",6,"veliger"
"162","16-Jun-17",37,4,106,388,46,148940,149154,0.01482,3,20,35,"S",200,2,923,202422,"Plantae or plant",18,"pollen"
"163","10-Jul-17",88,6,379,364,82,902126,903344,0.01451,3,20,40,"S",200,1,6,58485,"Kellicottia",8,"adult"
"164","10-Jul-17",88,6,379,364,82,902126,903344,0.01451,3,20,40,"S",200,1,16,81338,"Dreissena",6,"veliger"
"165","10-Jul-17",88,6,378,364,82,901346,902121,0.01451,3,0,20,"S",250,1,136,85257,"Copepoda or copepods",1,"nauplius"
"166","10-Jul-17",88,6,378,364,82,901346,902121,0.01451,3,0,20,"S",250,1,35,59417,"Conochilus",8,"adult"
"167","10-Jul-17",88,6,378,364,82,901346,902121,0.01451,3,0,20,"S",250,1,13,59434,"Collotheca",8,"adult"
"168","13-Jul-17",88,6,418,360,18,250783,251232,0.01451,3,0,10,"S",200,1,55,85257,"Copepoda or copepods",1,"nauplius"
"169","13-Jul-17",88,6,418,360,18,250783,251232,0.01451,3,0,10,"S",200,1,281,59417,"Conochilus",8,"adult"
"170","13-Jul-17",88,6,418,360,18,250783,251232,0.01451,3,0,10,"S",200,1,3,59434,"Collotheca",8,"adult"
"171","13-Jul-17",88,6,418,360,18,250783,251232,0.01451,3,0,10,"S",200,1,1,58348,"Keratella",8,"adult"
"172","13-Jul-17",88,6,418,360,18,250783,251232,0.01451,3,0,10,"S",200,1,5,59270,"Polyarthra",8,"adult"
"173","13-Jul-17",88,6,418,360,18,250783,251232,0.01451,3,0,10,"S",200,1,1,58578,"Euchlanis",8,"adult"
"174","13-Jul-17",88,6,418,360,18,250783,251232,0.01451,3,0,10,"S",200,1,4,59167,"Ascomorpha",8,"adult"
"175","13-Jul-17",88,6,418,360,18,250783,251232,0.01451,3,0,10,"S",200,1,1,59175,"Gastropus",8,"adult"
"176","13-Jul-17",88,6,418,360,18,250783,251232,0.01451,3,0,10,"S",200,1,4,59255,"Synchaeta",8,"adult"
"177","13-Jul-17",88,6,418,360,18,250783,251232,0.01451,3,0,10,"S",200,1,1,58485,"Kellicottia",8,"adult"
"178","13-Jul-17",88,6,418,360,18,250783,251232,0.01451,3,0,10,"S",200,1,5,59282,"Ploesoma",8,"adult"
"179","13-Jul-17",88,6,418,360,18,250783,251232,0.01451,3,0,10,"S",200,1,20,81338,"Dreissena",6,"veliger"
"180","14-Jul-17",88,6,435,356,82,309808,310813,0.01451,3,0,20,"S",300,1,194,85257,"Copepoda or copepods",1,"nauplius"
"181","10-Jul-17",88,6,378,364,82,901346,902121,0.01451,3,0,20,"S",250,1,1,58348,"Keratella",8,"adult"
"182","10-Jul-17",88,6,378,364,82,901346,902121,0.01451,3,0,20,"S",250,1,5,59270,"Polyarthra",8,"adult"
"183","10-Jul-17",88,6,378,364,82,901346,902121,0.01451,3,0,20,"S",250,1,7,59175,"Gastropus",8,"adult"
"184","10-Jul-17",88,6,378,364,82,901346,902121,0.01451,3,0,20,"S",250,1,26,59255,"Synchaeta",8,"adult"
"185","10-Jul-17",88,6,378,364,82,901346,902121,0.01451,3,0,20,"S",250,1,6,58485,"Kellicottia",8,"adult"
"186","10-Jul-17",88,6,378,364,82,901346,902121,0.01451,3,0,20,"S",250,1,154,81338,"Dreissena",6,"veliger"
"187","11-Jul-17",88,6,394,360,82,28950,29930,0.01451,3,20,40,"S",200,1,1,59270,"Polyarthra",8,"adult"
"188","11-Jul-17",88,6,394,360,82,28950,29930,0.01451,3,20,40,"S",200,1,1,59175,"Gastropus",8,"adult"
"189","11-Jul-17",88,6,394,360,82,28950,29930,0.01451,3,20,40,"S",200,1,1,58485,"Kellicottia",8,"adult"
"190","11-Jul-17",88,6,394,360,82,28950,29930,0.01451,3,20,40,"S",200,1,3,81338,"Dreissena",6,"veliger"
"191","12-Jul-17",88,6,407,360,46,158587,159556,0.01451,3,0,20,"S",300,1,151,85257,"Copepoda or copepods",1,"nauplius"
"192","12-Jul-17",88,6,407,360,46,158587,159556,0.01451,3,0,20,"S",300,1,555,59417,"Conochilus",8,"adult"
"193","12-Jul-17",88,6,407,360,46,158587,159556,0.01451,3,0,20,"S",300,1,7,59434,"Collotheca",8,"adult"
"194","12-Jul-17",88,6,407,360,46,158587,159556,0.01451,3,0,20,"S",300,1,2,59270,"Polyarthra",8,"adult"
"195","12-Jul-17",88,6,407,360,46,158587,159556,0.01451,3,0,20,"S",300,1,15,59175,"Gastropus",8,"adult"
"196","12-Jul-17",88,6,407,360,46,158587,159556,0.01451,3,0,20,"S",300,1,1,59255,"Synchaeta",8,"adult"
"197","12-Jul-17",88,6,407,360,46,158587,159556,0.01451,3,0,20,"S",300,1,8,58485,"Kellicottia",8,"adult"
"198","12-Jul-17",88,6,407,360,46,158587,159556,0.01451,3,0,20,"S",300,1,206,81338,"Dreissena",6,"veliger"
"199","12-Jul-17",88,6,408,360,46,159557,160840,0.01451,3,20,35,"S",300,1,171,85257,"Copepoda or copepods",1,"nauplius"
"200","16-Jun-17",37,4,105,388,46,148348,148941,0.01482,3,0,20,"S",500,1,113,85257,"Copepoda or copepods",1,"nauplius"
"201","16-Jun-17",37,4,105,388,46,148348,148941,0.01482,3,0,20,"S",500,1,42,59417,"Conochilus",8,"adult"
"202","16-Jun-17",37,4,105,388,46,148348,148941,0.01482,3,0,20,"S",500,1,19,58348,"Keratella",8,"adult"
"203","16-Jun-17",37,4,105,388,46,148348,148941,0.01482,3,0,20,"S",500,1,16,59270,"Polyarthra",8,"adult"
"204","16-Jun-17",37,4,105,388,46,148348,148941,0.01482,3,0,20,"S",500,1,14,59175,"Gastropus",8,"adult"
"205","16-Jun-17",37,4,105,388,46,148348,148941,0.01482,3,0,20,"S",500,1,21,59255,"Synchaeta",8,"adult"
"206","16-Jun-17",37,4,105,388,46,148348,148941,0.01482,3,0,20,"S",500,1,1,59235,"Asplanchna",8,"adult"
"207","16-Jun-17",37,4,105,388,46,148348,148941,0.01482,3,0,20,"S",500,1,56,58485,"Kellicottia",8,"adult"
"208","16-Jun-17",37,4,105,388,46,148348,148941,0.01482,3,0,20,"S",500,1,1,59282,"Ploesoma",8,"adult"
"209","16-Jun-17",37,4,105,388,46,148348,148941,0.01482,3,0,20,"S",500,1,27,81338,"Dreissena",6,"veliger"
