SiteID,Epischuralacustris,Eurytemoracarolleea,Leptodiaptomusashlandi,Leptodiaptomusminutus,Leptodiaptomussicilis,Limnocalanusmacrurus,Senecellacalanoides,Skistodiaptomusoregonensis,Diacyclopsnanus,Diacyclopsthomasi,Mesocyclopsedax,Microcyclopsvaricans,Tropocyclopsprasinusmexicanus,Alonaspp,Alonella ,Bosminalongirostris,Bosminaspp,Bythotrepheslongimanus,Cercopagispengoi,Ceriodaphniaspp,Chydorussp,Daphniagaleatamendotae,Daphnialongiremis,Daphniaparvula,Daphniaretrocurva,Daphniaspp,Diaphanosomaspp,Eubosminacoregoni,Eurycercuslamellatus,Holopediumgibberum,Leptodorakindti,Polyphemuspediculus,Harpacticoidcopepodites,Calanoidcopepodites,Epischuracopepodites,Limnocalanuscopepodites,Senecellacopepodites,Cyclopscopepodites,Mysisdiluviana
Ztx153-22558,73.75,0,73.5,183.75,0,0,0,24,0,86,25,0,36.5,12.25,0,539,0,14,0,0,0,0,0,0,0,0,0,0,0,661.5,12.25,0,0,2499,845.25,0,0,980,0
Ztx153-22114,0,0,1189,1763,1435,0,0,82,0,4879,0,0,0,0,0,164,0,1,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,9266,0,1230,205,697,0
Ztx153-22570,81,0,2106,3726,162,1296,0,0,0,162,162,0,0,0,0,1458,0,42,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,20493,324,405,567,9801,0
Ztx153-22162,7,0,717.5,543.75,152.5,58,0,51,0,305,7.25,0,0,0,0,369.75,0,0,0,0,0,7.25,36.25,0,0,0,0,0,0,0,0,0,0,1660.25,21.75,79.75,21.75,261,0
Ztx153-22318,405,0,729,602,189,0,0,81,0,297,135,0,27,0,0,594,0,26,0,0,27,459,0,0,0,0,0,0,0,27,0,0,0,9747,1080,0,0,1215,0
Ztx153-22334,526,0,15,204.2,14.6,0,0,0,0,0,58,0,14.6,0,0,116.8,0,21,0,0,0,102.2,0,0,0,0,0,0,0,0,0,0,0,2657.2,2642.6,0,0,248.2,0
Ztx153-22358,0,1320,176,1760,0,0,0,44,0,0,396,0,0,0,0,44,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17600,1848,0,0,3432,0
Ztx153-22622,90,0,3195,765,0,0,0,0,0,450,0,0,0,0,0,405,0,6,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,21060,405,0,0,1170,0
Ztx153-22338,1064,0,840,3976,336,168,0,224,0,1176,1064,0,0,0,0,336,56,47,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,27608,1456,168,56,4144,0
Ztx153-22362,968,0,792,4576,528,440,0,264,0,616,176,0,0,0,0,440,0,42,0,0,0,1056,0,0,0,0,0,0,0,0,0,0,0,26488,1232,264,0,3344,0
Ztx153-22158,1,0,67.375,87.125,13,6,0,2,0,7,1.375,0,0,2.75,0,166.375,0,0,0,0,0,9.625,0,0,0,0,0,0,0,1.375,0,0,1.375,233.75,4.125,2.75,0,59.125,0
Ztx153-22618,18,0,25,97.75,2.125,0,0,0,0,15,9,0,0,2.125,0,106.25,0,6,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,522.75,10.625,4.25,0,106.25,0
Ztx153-22342,964,0,3374.5,4458.5,1326,121,0,0,0,1325.5,2651.5,0,0,0,0,241,0,21,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,58322,2651,1446,0,4820,0
Ztx153-22366,2551.5,0,8222,5670,1701.5,567,0,567,0,5953.5,567,0,0,0,0,1134,0,38,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,97524,567,2835,283.5,12757.5,0
Ztx153-22166,0,0,6683,1681,1681,0,0,0,0,3239,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7011,0,410,0,2747,0
Ztx153-22322,0,0,4307,1314,1387,0,0,0,0,2044,584,0,0,0,0,292,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34018,1241,292,146,1679,0
Ztx153-22626,134,0,1943,2010,134,335,0,0,0,871,201,0,134,0,0,737,100.5,13,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,22445,3149,268,67,3752,0
Ztx153-22170,0,0,2182,2365,1081.666667,91.66666667,0,128,0,2144.666667,0,0,0,0,0,91.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,0,36.66666667,36.66666667,861.6666667,0
Ztx153-22326,0,0,2889,5510.5,1979.5,54,0,160.5,0,3317,53.5,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9309,0,481.5,53.5,1498,0
Ztx153-22630,860,0,7955,14190,860,645,0,0,0,1720,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49020,430,860,215,14190,0
Ztx153-22178,0,0,1178.5,5130.5,1457.5,46.5,0,62,0,2279,0,0,0,0,0,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,0,15.5,0,248,0
Ztx153-22638,265,0,57.5,1691,0,0,0,11.5,0,23,92,0,0,0,0,138,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2610.5,1000.5,0,0,540.5,0
Ztx153-22182,0,0,4740,3720,1470,60,0,120,0,2820,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130,0,0,30,390,0
Ztx153-22642,458.5,0,6755.5,6527,115,1031,0,114.5,0,2176,0,0,0,0,0,572.5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30915,458,229,0,13969,0
Ztx153-22174,0,0,1,7,0,0,0,1,0,4,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,9,0
Ztx153-22634,276.5,118.5,0,1106,0,0,0,39.5,0,0,0,0,0,0,0,10783.5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,158,0,0,6241,395,0,0,39.5,0
Ztx153-22186,0,0,2808,7632,1440,72,0,144,36,3096,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124,0,252,0,756,0
Ztx153-22646,321,0,4815,7169,749,749,0,107,0,1284,428,0,0,0,0,321,0,30,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,29960,963,1177,0,11984,0
Ztx153-22138,37,0,767,3869,1314,0,0,0,0,4124.5,0,0,0,36.5,0,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5110,0,219,0,328.5,0
Ztx153-22594,554,0,20.5,676.5,0,0,0,62,0,41,799.5,0,0,0,0,4981.5,0,3,0,0,0,0,0,0,0,0,0,0,0,533,0,0,0,2029.5,1476,0,0,1353,0
Ztx153-22142,0,0,390,3042,1209,0,39,39,0,3471,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6708,234,312,0,195,0
Ztx153-22598,540,0,630,1890,90,450,0,0,0,1170,1710,0,0,0,0,12870,0,20,0,0,0,0,0,0,0,0,0,0,0,1080,0,0,0,8550,1620,0,360,8910,0
Ztx153-22134,0,0,109.4166667,239.3333333,0,0,0,0,0,13,0,0,0,0,0,157.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274.416667,20.5,0,13.66666667,47.83333333,0
Ztx153-22146,0,0,427,2989,1098,0,0,0,0,2104.5,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6344,91.5,457.5,457.5,427,0
Ztx153-22602,97,0,679,2910,97,873,0,0,0,485,485,0,0,0,0,1843,0,36,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,23668,485,194,485,12028,0
Ztx153-22122,0,0,47,605,77.25,0,0,8,0,271.25,8,0,7.75,7.75,0,209.25,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,0,0,0,1325.25,85.25,108.5,15.5,565.75,0
Ztx153-22578,114,0,456,684,0,0,0,19,0,323,285,0,38,0,0,912,114,30,0,0,19,0,0,0,0,0,0,0,0,703,0,0,19,4199,646,0,0,2812,0
Ztx153-22126,0,0,851,3367,259,111,0,74,0,2923,0,0,0,0,0,666,74,1,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,5957,74,296,407,1554,0
Ztx153-22582,104.75,0,938.5,2362.75,70,140,0,0,0,730,173.5,0,0,0,0,4413.25,69.5,50,0,0,0,0,0,0,0,0,0,0,0,243.25,0,0,0,5143,973,0,0,4239.5,0
Ztx153-22118,80,0,30,810,90,10,0,10,0,600,70,0,0,0,0,760,60,3,0,0,0,0,0,0,0,0,0,0,0,50,0,10,10,1930,560,50,10,680,0
Ztx153-22130,0,0,1740,6569,1479,0,43.5,0,0,5611.5,44,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7090.5,0,609,43.5,913.5,0
Ztx153-22306,187,0,266.6666667,960.3333333,26.66666667,0,0,240,0,0,0,0,26.66666667,0,0,3973.333333,0,27,0,0,26.66666667,3866.666667,0,0,0,0,0,0,0,0,0,0,0,4213.333333,266.6666667,0,0,1386.666667,0
Ztx153-22330,194.3333333,0,0,608.3333333,0,0,0,0,0,0,24,0,73,24.33333333,24.33333333,705.6666667,0,29,0,0,0,3431,0,0,0,0,0,0,24.33333333,0,0,0,0,4550.333333,1995.333333,0,0,973.3333333,0
Ztx153-22346,284,0,740,0,0,0,0,62.75,0,0,16,0,78.75,15.75,0,141.75,0,25,0,0,0,677.25,0,0,0,0,0,0,0,0,0,0,0,2535.75,1575,0,0,866.25,0
Ztx153-22154,18,0,270,162,162,24,0,6,0,156,18,0,0,0,0,366,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,6,816,102,12,6,372,0
Ztx153-22314,578,0,85,289,34,0,0,68,0,34,51,0,0,0,0,1615,0,42,0,0,0,816,0,0,0,0,0,17,0,0,0,0,0,2142,1207,0,0,527,0
Ztx153-22354,72,0,0,369,0,0,0,18,0,0,0,0,9,0,0,279,0,5,0,0,27,54,0,0,0,0,0,0,0,18,0,0,0,1161,2034,0,0,243,0
Ztx153-22614,441,0,252,1134,0,0,0,567,0,63,189,0,189,0,0,18081,0,15,0,189,378,4221,0,0,0,0,693,0,0,63,126,0,0,3969,945,0,0,1701,0
Ztx153-22150,769.5,41,162.5,324.5,405,41,0,121.5,0,445.5,729,40.5,0,0,0,10044,0,10,0,40.5,810,769.5,0,0,40.5,0,40.5,40.5,0,121.5,0,0,0,4536,810,0,0,2106,0
Ztx153-22310,304,51,0,202.5,51,0,0,101,0,50.5,353.5,0,202.5,0,0,21412,202,9,0,50.5,1212,3787.5,0,0,1060.5,0,50.5,303,0,202,0,0,50.5,3888.5,656.5,0,0,4898.5,0
Ztx153-22350,104.5,0,0,418,0,0,0,29,0,0,19,0,9.5,0,0,380,0,7,0,0,0,313.5,0,0,0,0,0,0,0,0,0,0,0,1501,1463,0,0,380,0
Ztx153-22610,868,145,0,3179.5,0,0,0,2746,0,145,3613,0,578.5,0,0,53176,0,89,0,0,8236.5,12571.5,0,0,0,0,1300.5,0,0,433.5,0,0,0,9248,722.5,0,0,6647,0
Ztx153-22650,24,0,70.5,846.5,23.5,0,0,0,0,23.5,118,0,0,0,0,1504,0,10,0,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,5546,1739,0,0,658,0
Ztx153-22190,10,0,195,1085,115,5,0,20,0,155,10,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,35,5,5,160,0
Ztx153-22654,845,0,1040,2340,0,325,0,65,0,1365,260,0,0,0,0,2210,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26260,5265,130,65,4420,0
Ztx153-22194,0,0,353.6666667,1316,397.6666667,9,8.833333333,8.833333333,0,468.1666667,8.833333333,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528.166667,17.66666667,150.1666667,8.833333333,159,0
Ztx153-NA,12.25,12.25,12.25,233,0,0,0,0,0,0,0,0,0,0,0,4201.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.75,0,0,600.25,624.75,0,0,61.25,0
Ztx153-22198,0,0,8983.5,2938.5,3559.5,57,0,113.5,0,5085,0,0,0,0,0,169.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10452.5,0,1469,56.5,1299.5,0
Ztx153-22658,625,0,2250.5,6063,63,437.5,0,188,0,1750.5,437.5,0,0,0,0,750,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27812.5,3937.5,62.5,187.5,5937.5,0
Ztx153-22094,0,0,285,855,0,0,0,665,0,1330,475,0,190,95,0,10070,0,0,0,0,0,0,95,0,0,0,0,0,0,1045,0,0,0,12730,855,0,0,19570,0
Ztx153-22550,97,0,32,1609.8,0,0,0,1127.4,0,32,129,0,96.4,0,0,161,0,50,0,0,0,0,0,0,0,0,32.2,0,0,708.4,0,0,0,10626,322,0,0,1674.4,0
Ztx153-22098,71,0,846.5,564.5,0,423.5,0,987,0,2468,494,0,141,0,0,8671.5,1057.5,16,0,0,0,0,70.5,0,0,0,0,0,0,1339.5,0,0,0,19105.5,634.5,282,0,12549,0
Ztx153-22554,150,0,2036.2,1583.8,0,0,0,2790,0,1583.2,678.6,0,75,0,0,6032,0,50,0,0,0,0,0,0,0,0,0,0,0,678.6,0,0,0,9425,301.6,0,150.8,9802,0
Ztx153-22090,0,0,402,804,0,0,0,1407,0,603,603,0,0,0,0,22110,402,3,0,0,0,0,0,0,201,201,0,0,0,2412,0,0,0,6030,0,0,201,92862,0
Ztx153-22546,265,0,4187,530,0,0,0,1272,0,53,53,0,159,0,0,159,0,36,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,13144,1961,0,0,4823,0
Ztx153-22294,0,0,538,813,75,75,0,650.5,0,1025,38,0,50,0,0,1637.5,125,9,0,0,0,0,0,12.5,0,0,0,0,0,87.5,0,0,0,2250,187.5,125,12.5,1675,0
Ztx153-22222,0,0,300,90,0,240,0,780,0,750,180,0,0,0,0,8700,300,2,0,0,0,30,0,0,0,270,0,0,0,60,0,0,0,4560,330,60,0,5130,0
Ztx153-22264,0,0,0,0,0,0,0,119,0,830,0,0,0,0,0,21093,1777.5,1,0,0,0,0,0,0,118.5,355.5,0,0,0,118.5,0,0,0,5451,0,0,0,21567,0
Ztx153-22382,0,0,68,67.5,0,0,0,0,0,203,0,0,0,0,0,9450,135,12,0,0,0,0,0,0,0,1890,0,0,0,2767.5,202.5,67.5,0,2092.5,540,0,0,14445,0
Ztx153-22682,35,0,980,560,35,0,0,385,0,140,0,0,0,0,0,1400,420,35,0,0,0,0,0,0,35,0,0,0,0,3710,0,0,0,9065,280,0,0,4375,0
Ztx153-22298,0,0,2184,2392,208,312,0,1456,0,2600,0,0,156,0,0,1404,52,29,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,4992,104,624,0,3952,0
Ztx153-22226,367.5,0,735.5,74,0,0,0,441.5,0,3014,0,0,0,73.5,0,15141,73.5,7,0,0,0,147,0,73.5,0,220.5,0,0,0,441,0,0,0,12421.5,294,73.5,0,18816,0
Ztx153-22268,0,0,704,0,0,352,0,176,0,10032,528,0,0,0,0,59840,5632,4,0,0,0,0,0,0,704,0,0,0,0,352,0,0,0,6688,0,0,0,20768,0
Ztx153-22386,452,0,1130,226,0,452,0,0,0,5876,452,0,0,0,0,59664,15142,4,0,0,0,0,0,0,1130,226,0,0,0,3616,678,226,0,6554,452,0,0,31640,0
Ztx153-22686,79,0,711,1580,79,79,0,1185,0,1185,237,0,0,0,0,6952,3239,40,0,0,0,0,0,0,79,0,0,0,0,6794,0,0,0,9559,1422,158,0,8769,0
Ztx153-22302,0,0,4512,940,141,329,0,376,0,4982,188,0,94,0,0,3243,517,22,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,4888,0,282,188,6110,0
Ztx153-22230,0,0,450,90,90,270,0,45,0,2115,135,0,90,0,0,1845,945,7,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,8235,0,315,45,8280,0
Ztx153-22272,0,0,1548,0,0,172,0,0,0,7568,172,0,0,0,0,39044,4472,9,0,0,0,0,0,0,0,0,0,0,0,3268,172,0,0,10492,172,0,0,17888,0
Ztx153-22390,386,0,2185,385.5,0,642.5,0,1542,0,15163.5,129,0,0,0,0,33410,4883,11,0,0,0,128.5,0,0,257,0,0,0,0,3084,257,0,0,9380.5,128.5,128.5,257,23644,0
Ztx153-22690,500,0,2300,3000,100,0,0,900,0,1400,300,0,0,0,0,10700,1100,21,0,0,0,0,0,0,0,0,0,0,0,2700,0,0,0,12700,700,0,200,11100,0
Ztx153-22218,0,0,0,0,0,0,0,378,0,81,0,0,0,0,0,9126,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,351,189,0,0,2160,0
Ztx153-22678,3.5,0,11,32,3.5,0,0,7,0,18,4,0,3.5,0,0,381.5,0,23,0,0,0,0,0,0,28,0,0,0,0,749,7,0,0,217,105,0,0,199.5,0
