 SiteID ,DreissenidVeligers,Copepodnauplii,Ascomorphaeucaudis,Ascomorphaovalis,Asplanchnapriodonta,Bdelloidea,Cephalodellaspp,Collothecaspp,Conochilusunicornis,Euchlanisspp,Gastropusstylifer,Kellicottialongispina,Keratellacochlearis,Keratellacrassa,Keratellaearlinae,Keratellahiemalis,Keratellaquadrata,Lecaneflexilis,Lecaneludwigi,Lecanespp,Lepadellaspp,Monostylacopeis,Monostylalunaris,Monostylaspp,Notholcaacuminata,Notholcafoliacea,Notholcalaurentiae,Notholcasquamula,Ploesomahudsoni,Ploesomalenticulare,Ploesomatruncatum,Polyarthraspp,Pompholyxsulcata,Ptygura,Rotifera,Stephanoceros,Synchaetaspp,Trichocercacylindrica,Trichocercamulticrinis,Trichocercaporcellus,Trichocercarousseleti,Trichocercaspp,Trichotriaspp,Tylotrochamonopus
Ztx64-22566,3101,5515,0,19,425,0,0,82,6495,0,10,111,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,796,0,0,0,0,195,0,0,0,0,0,0,0
Ztx64-22558,20436,1266,0,167,726,0,0,20,3046,0,45,19,2,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1289,0,0,0,0,50,0,83,0,0,0,0,0
Ztx64-22114,85,7622,0,0,0,0,0,0,29,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,197,0,0,0,0,0,0,0
Ztx64-22570,4097,3244,0,10,3222,0,0,107,4224,0,32,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,478,0,0,0,0,88,0,0,0,0,0,0,0
Ztx64-22162,19187,3850,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
Ztx64-22318,48077,4385,0,0,924,0,0,13,1474,0,11,82,1,7,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,149,0,0,0,0,21,0,0,0,0,0,0,0
Ztx64-22334,593,2318,0,0,237,0,0,7,1074,0,29,68,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,54,0,0,0,0,114,0,0,0,0,0,0,0
Ztx64-22358,12690,2005,0,0,1657,0,0,11,2642,0,10,86,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,107,0,0,0,0,57,0,0,0,0,0,0,0
Ztx64-22622,21596,2939,0,13,2043,0,0,48,596,0,72,27,1,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,151,0,0,0,0,13,0,0,0,0,0,0,0
Ztx64-22338,18309,14134,0,0,1203,0,0,0,2060,0,49,238,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,0,0,0,0,128,0,0,0,0,0,0,0
Ztx64-22362,16430,12428,0,0,2627,0,0,0,2670,0,92,129,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,0,0,0,0,69,0,0,0,0,0,0,0
Ztx64-22158,2499,511,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
Ztx64-22618,531,834,0,44,0,0,0,9,10,0,5,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,92,0,0,0,0,2,0,0,0,0,1,0,0
Ztx64-22342,9901,23677,0,0,0,0,0,18,1607,0,39,37,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,0,0,0,294,45,0,0,0,0,0,0
Ztx64-22366,5869,18609,0,0,971,0,0,80,2183,0,60,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0
Ztx64-22166,1491,12408,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
Ztx64-22322,17842,28830,0,0,0,0,0,11,89,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0
Ztx64-22626,2944,6202,0,15,1513,0,0,49,2285,0,87,55,1,13,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,163,0,0,0,0,69,35,0,0,0,0,0,0
Ztx64-22170,23,4988,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Ztx64-22326,6856,23099,0,0,0,0,0,0,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
Ztx64-22630,896,6595,0,32,3142,0,0,55,1609,0,73,126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,267,0,0,0,0,280,0,0,0,0,0,0,0
Ztx64-22178,557,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0
Ztx64-22638,7501,3561,0,214,267,0,0,59,2534,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,568,0,0,0,0,12,0,0,0,0,0,0,0
Ztx64-22182,9630,4087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
Ztx64-22642,782,19768,0,56,2252,0,0,73,2993,0,46,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,172,0,0,0,0,0,0,0
Ztx64-22174,3009,264,0,0,0,0,13,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,143,0,0,0,0,0,0,0
Ztx64-22634,8748,996,0,0,0,0,0,0,1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,36,350,0,0,0,0,0,0,0,0,0,0,0,0
Ztx64-22186,1232,3636,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
Ztx64-22646,307,9743,0,47,1718,0,0,108,1221,0,66,138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,475,0,0,0,0,22,0,0,0,0,0,0,0
Ztx64-22138,11279,7593,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
Ztx64-22594,10168,1538,0,110,1134,0,0,251,9644,0,70,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,696,0,0,0,0,156,0,0,0,0,0,0,0
Ztx64-22142,5812,6391,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,23,0,0,0,0,0,0,0
Ztx64-22598,4078,3861,0,50,1881,0,0,114,5172,0,83,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,461,0,0,0,0,69,0,0,0,0,0,0,0
Ztx64-22134,3277,1860,0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,9,0,0,0,0,0,0,0
Ztx64-22146,675,5815,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,50,0,0,0,0,0,0,0
Ztx64-22602,2060,3934,0,24,3295,0,0,197,8057,0,162,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,496,0,0,0,0,25,0,0,0,0,0,0,0
Ztx64-22122,12289,3356,0,2,0,0,0,4,15,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,941,0,0,0,0,0,0,0
Ztx64-22126,556,6216,0,0,0,0,0,12,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,63,0,0,0,0,0,0,0
Ztx64-22582,2429,6910,0,11,5098,0,0,302,9455,0,36,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,658,0,0,0,0,267,0,0,0,0,0,0,0
Ztx64-22118,824,1907,0,0,66,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40,0,0,0,0,274,0,0,0,0,0,0,0
Ztx64-22130,0,6514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,46,0,0,0,0,0,0,0
Ztx64-22306,11489,3835,0,0,861,0,0,119,4175,0,74,85,4,2,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,20,0,0,0,0,0,0,0
Ztx64-22330,4459,4264,0,19,0,0,0,0,5138,0,387,98,11,162,14,0,0,0,0,0,0,0,14,0,0,0,0,0,289,336,153,1056,0,0,0,0,3686,0,0,0,0,11,19,0
Ztx64-22346,8117,5794,0,18,4509,0,0,91,3295,0,242,141,0,141,30,0,0,0,0,0,0,0,9,0,0,0,0,0,0,82,444,1032,0,0,0,0,225,513,0,0,0,0,0,0
Ztx64-22154,15355,5111,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,128,0,0,0,0,0,0,0
Ztx64-22354,4698,3975,0,7,386,0,0,1,420,0,53,45,3,44,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,47,74,0,0,0,0,520,56,35,0,0,0,0,0
Ztx64-22314,28899,5621,0,9,0,0,0,311,3213,0,58,185,2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,191,0,0,0,0,108,0,0,0,0,32,0,0
Ztx64-22614,553,1338,0,0,781,0,0,90,1022,0,22,33,4,24,2,0,0,0,0,0,0,0,0,8,0,0,0,0,40,0,0,176,0,0,0,0,0,95,0,0,0,0,0,0
Ztx64-22150,10615,3365,0,5,0,0,0,76,418,0,0,22,11,6,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,1242,0,0,0,0,0,0,0
Ztx64-22310,4868,4522,0,5,0,0,0,120,3128,0,361,97,9,47,7,0,0,0,0,0,0,0,0,0,20,0,0,6,766,312,89,194,0,0,0,0,305,93,0,0,0,0,0,0
Ztx64-22350,2276,3441,0,4,1523,0,0,7,1717,0,156,42,2,90,8,0,0,0,0,0,0,0,17,0,0,0,0,0,0,17,34,180,0,0,0,0,139,495,0,0,0,0,0,0
Ztx64-22610,1610,1771,0,0,0,0,0,191,661,0,0,4,41,45,2,0,0,0,0,2,0,0,161,0,0,0,0,0,280,0,18,158,0,0,0,0,19,170,70,0,0,0,0,0
Ztx64-22190,2517,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Ztx64-22650,13303,1869,0,103,0,0,0,16,452,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,407,0,0,0,0,99,0,0,0,0,0,0,0
Ztx64-22194,4207,2794,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
Ztx64-22654,3604,7683,0,38,283,0,0,16,3951,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,384,0,0,0,0,182,0,0,0,0,0,0,0
Ztx64-NA,1763,981,0,70,0,0,0,4,20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,21,36,0,0,0,0,18,0,0,0,0,12,0,0
Ztx64-22658,3764,8787,0,14,463,0,0,153,4283,0,91,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,448,0,0,0,0,530,0,0,0,0,0,0,0
Ztx64-22198,31,7203,0,1,0,0,0,0,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,52,0,0,0,0,0,0,0
Ztx64-22094,39018,5768,0,5,368,0,0,10,117,0,27,38,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0,0,0,0,421,0,0,0,0,0,0,0
Ztx64-22550,7208,2894,0,24,1081,0,0,169,896,0,84,9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1407,0,0,0,0,206,0,21,58,1,0,0,0
Ztx64-22098,25437,5392,0,0,819,0,0,23,209,0,91,64,21,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,675,0,0,0,0,0,0,0
Ztx64-22554,4201,11707,0,40,896,0,0,309,2086,0,298,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,2776,0,0,0,0,1066,0,0,0,0,16,0,0
Ztx64-22090,1311,12623,0,0,419,0,0,0,227,0,10,28,31,76,6,15,0,0,0,0,0,0,0,0,0,0,10,0,96,0,5,839,0,0,0,0,58,29,0,25,0,0,0,0
Ztx64-22546,3667,3856,0,49,1328,0,0,156,1281,0,221,21,17,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,228,3471,0,0,0,0,835,0,0,20,0,12,0,0
Ztx64-22294,1354,4305,0,0,232,0,0,0,10,0,13,36,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,184,10,0,0,0,0,0,0
Ztx64-22222,681,4332,0,0,629,0,0,3,192,0,28,43,7,4,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,22,357,0,0,0,0,920,0,0,0,0,0,0,0
Ztx64-22264,932,4084,0,0,798,0,0,20,1897,0,136,167,42,10,5,0,0,0,0,0,0,0,0,0,0,0,0,2,140,0,26,2105,0,0,0,0,3274,0,0,0,0,4,0,0
Ztx64-22382,825,3479,0,18,609,0,0,25,1777,0,60,32,2,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,74,1199,0,0,0,0,1826,0,0,0,0,0,0,0
Ztx64-22682,7831,3698,0,4,0,0,0,105,4038,0,228,45,42,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2213,0,0,0,0,137,0,69,0,0,0,0,0
Ztx64-22298,331,12011,0,0,577,0,0,8,83,0,46,72,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,522,0,0,0,0,0,0,0
Ztx64-22226,1153,7029,0,0,2164,0,0,7,644,0,47,150,24,5,5,18,0,0,0,0,0,0,0,0,0,3,12,11,0,0,0,900,0,0,0,0,968,0,0,7,0,0,0,0
Ztx64-22268,749,4453,0,3,0,0,0,10,596,0,40,126,31,5,4,0,0,0,0,0,0,0,0,0,0,0,13,5,83,0,20,2076,0,0,0,0,337,0,0,0,0,0,0,0
Ztx64-22386,3170,31289,0,49,951,0,0,210,2638,0,129,456,6,14,8,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,11,2424,0,0,0,0,348,0,0,0,0,9,0,0
Ztx64-22686,10537,10726,0,21,1385,0,0,344,4351,0,119,22,9,3,4,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,2235,0,0,0,0,317,0,79,0,5,0,0,0
Ztx64-22302,364,12231,0,0,499,0,0,7,191,0,25,117,1,1,6,0,0,0,0,0,0,0,0,0,0,0,6,0,229,0,28,145,0,0,0,0,1474,0,0,0,0,0,0,0
Ztx64-22230,3175,9218,0,0,816,0,0,8,130,0,67,102,11,3,5,0,0,0,0,0,0,0,0,0,0,0,20,0,125,0,18,457,0,0,0,0,1033,0,0,0,0,0,0,0
Ztx64-22272,2373,9554,0,7,474,0,0,52,1226,0,47,425,53,2,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,52,3676,0,0,0,0,152,0,0,0,0,17,0,0
Ztx64-22390,1694,27539,0,10,0,0,0,112,2700,0,67,353,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1137,0,0,0,0,124,0,0,0,0,0,0,0
Ztx64-22690,12441,11794,0,9,0,0,0,187,5064,0,151,51,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,54,2066,0,0,0,0,451,0,0,0,0,11,0,0
Ztx64-22218,591,1521,0,0,324,0,0,0,49,0,10,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,14,345,0,0,0,0,845,0,0,0,0,0,0,3
Ztx64-22678,1265,1015,0,82,0,0,0,46,449,0,122,32,42,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2600,0,0,0,0,1048,0,31,16,0,0,0,0
