OP_DATE,VESSEL,CRUISE,SERIAL,PORT,STATION_DEPTH,FLOW_START,FLOW_END,DISTANCE_PARM,TOD,STRAT_MIN,STRAT_MAX,SUB_SAMPLE,SAMPLE_VOLUME,ALIQUOT_VOLUME,TOTAL_COUNT,ITIS,REF_NAME,LIFE_STAGE,LIFE_STAGE_NAME
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,543,59417,Conochilus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,3,59434,Collotheca,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,3,59434,Collotheca,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,3,59434,Collotheca,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,12,59270,Polyarthra,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,12,59270,Polyarthra,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,12,59270,Polyarthra,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,12,59270,Polyarthra,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,12,59270,Polyarthra,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,12,59270,Polyarthra,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,12,59270,Polyarthra,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,12,59270,Polyarthra,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,12,59270,Polyarthra,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,12,59270,Polyarthra,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,12,59270,Polyarthra,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,3,59167,Ascomorpha,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,3,59167,Ascomorpha,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,16,59175,Gastropus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,16,59175,Gastropus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,16,59175,Gastropus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,16,59175,Gastropus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,16,59175,Gastropus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,16,59175,Gastropus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,16,59175,Gastropus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,16,59175,Gastropus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,16,59175,Gastropus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,16,59175,Gastropus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,16,59175,Gastropus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,16,59175,Gastropus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,16,59175,Gastropus,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,11,59255,Synchaeta,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,11,59255,Synchaeta,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,11,59255,Synchaeta,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,11,59255,Synchaeta,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,11,59255,Synchaeta,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,11,59255,Synchaeta,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,11,59255,Synchaeta,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,11,59255,Synchaeta,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,11,59255,Synchaeta,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,1,59282,Ploesoma,8,adult
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,32,81338,Dreissena,6,veliger
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,32,81338,Dreissena,6,veliger
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,32,81338,Dreissena,6,veliger
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,32,81338,Dreissena,6,veliger
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,32,81338,Dreissena,6,veliger
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,32,81338,Dreissena,6,veliger
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,32,81338,Dreissena,6,veliger
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,32,81338,Dreissena,6,veliger
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,32,81338,Dreissena,6,veliger
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,32,81338,Dreissena,6,veliger
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,32,81338,Dreissena,6,veliger
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,32,81338,Dreissena,6,veliger
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,32,81338,Dreissena,6,veliger
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,32,81338,Dreissena,6,veliger
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,32,81338,Dreissena,6,veliger
20-Jul-17,88,6,535,326,46,31964,32574,0.01451,3,0,20,S,500,1,32,81338,Dreissena,6,veliger
22-Jul-17,88,6,577,320,46,326273,327034,0.01451,3,0,20,S,400,1,91,85257,Copepoda or copepods,1,nauplius
22-Jul-17,88,6,577,320,46,326273,327034,0.01451,3,0,20,S,400,1,91,85257,Copepoda or copepods,1,nauplius
22-Jul-17,88,6,577,320,46,326273,327034,0.01451,3,0,20,S,400,1,91,85257,Copepoda or copepods,1,nauplius
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,113,85257,Copepoda or copepods,1,nauplius
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,113,85257,Copepoda or copepods,1,nauplius
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,113,85257,Copepoda or copepods,1,nauplius
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,113,85257,Copepoda or copepods,1,nauplius
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,113,85257,Copepoda or copepods,1,nauplius
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,113,85257,Copepoda or copepods,1,nauplius
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,113,85257,Copepoda or copepods,1,nauplius
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,113,85257,Copepoda or copepods,1,nauplius
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,113,85257,Copepoda or copepods,1,nauplius
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,113,85257,Copepoda or copepods,1,nauplius
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,113,85257,Copepoda or copepods,1,nauplius
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,113,85257,Copepoda or copepods,1,nauplius
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,113,85257,Copepoda or copepods,1,nauplius
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,113,85257,Copepoda or copepods,1,nauplius
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,113,85257,Copepoda or copepods,1,nauplius
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,182,59417,Conochilus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,3,59434,Collotheca,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,3,59434,Collotheca,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,2,58348,Keratella,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,2,58348,Keratella,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,3,59270,Polyarthra,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,3,59270,Polyarthra,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,2,59167,Ascomorpha,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,2,59167,Ascomorpha,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,16,59175,Gastropus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,16,59175,Gastropus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,16,59175,Gastropus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,16,59175,Gastropus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,16,59175,Gastropus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,16,59175,Gastropus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,16,59175,Gastropus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,16,59175,Gastropus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,16,59175,Gastropus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,16,59175,Gastropus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,16,59175,Gastropus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,16,59175,Gastropus,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,35,59255,Synchaeta,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,35,59255,Synchaeta,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,35,59255,Synchaeta,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,35,59255,Synchaeta,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,35,59255,Synchaeta,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,35,59255,Synchaeta,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,35,59255,Synchaeta,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,35,59255,Synchaeta,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,35,59255,Synchaeta,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,35,59255,Synchaeta,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,35,59255,Synchaeta,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,35,59255,Synchaeta,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,35,59255,Synchaeta,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,35,59255,Synchaeta,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,35,59255,Synchaeta,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,35,59255,Synchaeta,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,5,59282,Ploesoma,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,5,59282,Ploesoma,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,5,59282,Ploesoma,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,5,59282,Ploesoma,8,adult
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,55,81338,Dreissena,6,veliger
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,55,81338,Dreissena,6,veliger
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,55,81338,Dreissena,6,veliger
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,55,81338,Dreissena,6,veliger
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,55,81338,Dreissena,6,veliger
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,55,81338,Dreissena,6,veliger
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,55,81338,Dreissena,6,veliger
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,55,81338,Dreissena,6,veliger
21-Jul-17,88,6,563,320,68,221816,222543,0.01451,3,0,20,S,300,1,55,81338,Dreissena,6,veliger
17-Jul-17,88,6,479,330,46,587700,588642,0.01451,3,20,35,S,200,1,15,202422,Plantae or plant,18,pollen
17-Jul-17,88,6,479,330,46,587700,588642,0.01451,3,20,35,S,200,1,15,202422,Plantae or plant,18,pollen
18-Jul-17,88,6,489,330,18,707013,707494,0.01451,3,0,10,S,200,2,5,202422,Plantae or plant,18,pollen
